Pathway,Species,Rho,PValue,QValue
Factor5_oxidative,Alistipes shahii,-0.11933748023291413,0.026219901291917747,0.05959068475435852
Factor5_oxidative,Clostridium_Q fessum,-0.06268944953153514,0.24413749823954087,0.36604459166280323
Factor5_oxidative,Ruminiclostridium_E siraeum,-0.13277364166445038,0.013310821441329073,0.03472388202085845
Factor5_oxidative,Bacteroides cellulosilyticus,0.0002533173952078782,0.9962485572443169,0.9962485572443169
Factor5_oxidative,Mediterraneibacter torques,0.09184162895147852,0.0875883202381138,0.16630693716097558
Factor5_oxidative,Faecalibacterium sp900539945,-0.1606612445638719,0.002686443165335693,0.009594439876198901
Factor5_oxidative,Alloprevotella timonensis,-0.030721483555335494,0.5684420107329292,0.6833174996520384
Factor5_oxidative,CAG-41 sp900066215,-0.1501195646617064,0.005075163992016231,0.01585988747505072
Factor5_oxidative,Ruminococcus_E bromii,-0.0639689608644729,0.23462559141248837,0.36096244832690516
Factor5_oxidative,Agathobacter sp900546625,-0.12113339142592418,0.02403064878022273,0.055455343338975525
Factor5_oxidative,Anaerostipes hadrus,0.015020974795206385,0.780386147046024,0.8607200151242913
Factor5_oxidative,Akkermansia muciniphila,-0.17841643886290934,0.0008427381435752758,0.003889560662655119
Factor5_oxidative,Eubacterium_G ventriosum,-0.1780060187294036,0.000866722100745782,0.003939645912480827
Factor5_oxidative,Bacteroides thetaiotaomicron,0.041651181372382884,0.4392788038716181,0.5754744155523381
Factor5_oxidative,Enterocloster bolteae,0.1556290744035122,0.003657117916488768,0.012513230057551807
Factor5_oxidative,Faecalimonas umbilicata,0.20043724535426813,0.00017095529769101394,0.0011397019846067595
Factor5_oxidative,Prevotella sp900555035,-0.02214717798103164,0.6809859948212978,0.7767901081611762
Factor5_oxidative,Anaerotignum faecicola,-0.01838877499498822,0.7328493042428056,0.82035369877926
Factor5_oxidative,Prevotella sp900554835,-0.08589383990685273,0.1102201035693869,0.20162214067570775
Factor5_oxidative,Blautia_A obeum,0.06498165602944227,0.22728473868899599,0.35329233993108183
Factor5_oxidative,Prevotella pectinovora,-0.06959909793733009,0.19588024231629697,0.31424637804753525
Factor5_oxidative,UBA11524 sp000437595,-0.0981788719506416,0.06774698650492242,0.13462569486493434
Factor5_oxidative,Erysipelatoclostridium ramosum,0.21697381640175564,4.584689033678616e-05,0.00035266838720604733
Factor5_oxidative,Lachnospira sp003451515,-0.19281761894285654,0.00030291597077844223,0.0017818586516378954
Factor5_oxidative,Escherichia sp002965065,0.15268461869413447,0.004362733588349201,0.013923617835157023
Factor5_oxidative,Faecalibacterium prausnitzii,-0.16947106064165698,0.0015325198808733113,0.00629802690769854
Factor5_oxidative,Faecalimonas phoceensis,0.2231131731364083,2.7392298164698824e-05,0.00022209971484890939
Factor5_oxidative,Bilophila wadsworthia,0.041968833344151496,0.43579404372133457,0.5734132154228087
Factor5_oxidative,Acidaminococcus intestini,-0.00046039431351273106,0.9931819592627815,0.9962485572443169
Factor5_oxidative,Streptococcus salivarius,0.005783793315982146,0.9145095171254656,0.9728824650270911
Factor5_oxidative,Odoribacter splanchnicus,-0.07479957194529951,0.16444317463262612,0.2756030859764683
Factor5_oxidative,Prevotella sp900548535,-0.0332055449512005,0.5375719044602376,0.6529213414496813
Factor3_betaox,Phocaeicola plebeius_A,-0.029922923388242317,0.5785421497053925,0.6833174996520384
Factor3_betaox,Prevotella sp900551275,-0.03001411197183377,0.5773845656269385,0.6833174996520384
Factor3_betaox,Prevotella sp015074785,-0.11878770594083041,0.02692350656672729,0.06027650723894169
Factor3_betaox,Prevotella copri,-0.12303709393619196,0.021884102464482986,0.051290865151131994
Factor3_betaox,Megamonas funiformis,-0.3260385338542406,4.897532045327393e-10,8.16255340887899e-09
Factor3_betaox,Prevotella copri_A,-0.05235273007850317,0.330865824490041,0.4616732434744758
Factor3_betaox,Escherichia coli,-0.32909873655712846,3.295086461118048e-10,6.17828711459634e-09
Factor3_betaox,Fimenecus sp000432435,0.26278553694501466,6.869402810911822e-07,7.632669789902024e-06
Factor3_betaox,Agathobacter rectalis,0.13043126743087496,0.015045036860623983,0.03761259215155995
Factor3_betaox,Bacteroides stercoris,0.04924154793124529,0.36044707699644285,0.4937631191732094
Factor3_betaox,Sutterella wadsworthensis,-0.19084535550699958,0.00035003856049972205,0.0019446586694429004
Factor3_betaox,Alistipes putredinis,0.4121637815892317,1.157773848375648e-15,5.78886924187824e-14
Factor3_betaox,Prevotella sp000434975,-0.03789639569585118,0.48165872423132616,0.6096945876345901
Factor3_betaox,Phascolarctobacterium_A succinatutens,-0.07400405911262348,0.16899031308826243,0.2792208545689684
Factor3_betaox,Fusobacterium_A mortiferum,-0.44151329393136274,5.4787312592723455e-18,4.1553845145530823e-16
Factor3_betaox,Prevotella sp900557255,0.005245282211435079,0.9224429793620452,0.9778547484403306
Factor3_betaox,Phocaeicola coprocola,-0.00711701764219248,0.8949062622980677,0.9657261823360443
Factor3_betaox,Ruminococcus_D bicirculans,0.22508889450865277,2.313687228024297e-05,0.00019831604811636831
Factor3_betaox,Lachnospira rogosae_A,0.06890984838140604,0.20035559269160924,0.3197163713163977
Factor3_betaox,Prevotella sp900546535,-0.04356301224469935,0.41854677663040196,0.5555930663235424
Factor3_betaox,Prevotella sp900767615,-0.05751486553419108,0.28533921693255254,0.4158870408883933
Factor3_betaox,Ruminococcus_B gnavus,-0.4414547034713544,5.5405126860707764e-18,4.1553845145530823e-16
Factor3_betaox,Agathobacter faecis,0.08639996231831465,0.10813088939397746,0.19901390686008122
Factor3_betaox,Roseburia inulinivorans,-0.0026707484687146033,0.9604641727675136,0.9894103106437817
Factor3_betaox,Gemmiger formicilis,0.24829531200216176,2.8400222945507896e-06,2.9379540978111616e-05
Factor3_betaox,Barnesiella intestinihominis,0.3130343238137567,2.513022695931412e-09,3.967930572523282e-08
Factor3_betaox,Bacteroides fragilis,-0.15400272646688704,0.00403292149278114,0.013150830954721108
Factor3_betaox,Phascolarctobacterium faecium,-0.18421788413482795,0.0005631283910897367,0.0029152643209167275
Factor3_betaox,Faecalibacterium prausnitzii_C,0.1845181602423708,0.0005513173170158371,0.0029152643209167275
Factor3_betaox,Prevotella hominis,-0.050270758291245166,0.3504834505870311,0.4823166751197676
Factor3_betaox,Alistipes onderdonkii,0.361774549941352,3.610054308719477e-12,9.845602660144028e-11
Factor3_betaox,Lachnospira eligens_A,0.279866235682208,1.1528519492972583e-07,1.4410649366215728e-06
Factor3_betaox,Lachnospira sp000437735,0.18036570499334661,0.0007369732516650985,0.003565999604831122
Factor3_betaox,Bacteroides caccae,0.0279436285100676,0.6039314583609243,0.6995345077539664
Factor3_betaox,Sutterella wadsworthensis_A,-0.12728748716003402,0.01768230825087679,0.043481085862811776
Factor3_betaox,Bifidobacterium adolescentis,0.047129132081433926,0.3814449039614739,0.5201521417656463
Factor3_betaox,Prevotella stercorea,-0.10303477042235606,0.05517369908574974,0.1149452064286453
Factor3_betaox,ER4 sp000765235,0.4483863282609223,1.4481951217404129e-18,2.172292682610619e-16
Factor3_betaox,Parabacteroides merdae,0.1164331736312786,0.030123400933918573,0.06694089096426349
Factor3_betaox,Mediterraneibacter faecis,0.006307521507223976,0.906801958673049,0.9715735271496954
Factor3_betaox,Enterocloster sp000431375,0.046416137880596856,0.3886976080815975,0.5229115803788307
Factor3_betaox,Phocaeicola vulgatus,-0.14597310496843682,0.006450206804627035,0.01878701011056418
Factor3_betaox,Phocaeicola massiliensis,-0.031116847614981385,0.5634727309497827,0.6816202390521565
Factor3_betaox,Roseburia intestinalis,0.09928842747946831,0.06468453351991808,0.13200925208146547
Factor3_betaox,Phocaeicola plebeius,-0.0387083330999867,0.4723110081545988,0.6003953493490664
Factor3_betaox,Ruminococcus_E bromii_B,0.3438867963383572,4.5585163228235514e-11,1.1396290807058878e-09
Factor3_betaox,Enterocloster sp001517625,-0.29989354630398857,1.2128005990143908e-08,1.8192008985215862e-07
Factor3_betaox,Prevotella sp900313215,-0.07916461492355627,0.14111194251246684,0.24190618716422885
Factor3_betaox,Faecalibacterium prausnitzii_G,0.003407006528672651,0.9495780359499533,0.9894103106437817
Factor3_betaox,Prevotella sp900544825,-0.17693787587472004,0.0009321267862373382,0.004112324056929433
Factor3_betaox,Parabacteroides distasonis,0.08527267037942823,0.11282746778243907,0.20514085051352557
Factor3_betaox,Bacteroides uniformis,0.2579539780553543,1.1132544771596531e-06,1.1927726540996283e-05
Factor3_betaox,Acetatifactor sp900066565,0.32618658964901664,4.80501208437113e-10,8.16255340887899e-09
Factor3_betaox,Agathobacter sp900317585,0.10389625123017512,0.05315922479998538,0.11152284923073856
Factor3_betaox,Fusicatenibacter saccharivorans,0.14874968963574497,0.005497074517770467,0.016636677534116556
Factor3_betaox,Faecalibacterium prausnitzii_D,0.1943323495019091,0.00027081624505924823,0.001658058643219887
Factor3_betaox,CAG-127 sp900319515,0.2231309966367066,2.7350793107774456e-05,0.00022209971484890939
Factor3_betaox,Bifidobacterium longum,-0.16221343269590233,0.0024382883323146643,0.008961044860307094
Factor3_betaox,Bifidobacterium pseudocatenulatum,0.02106915813982151,0.6957217057198883,0.7876094781734585
Factor3_betaox,Prevotella sp900551985,-0.16418885026422353,0.0021527149498461176,0.008279672884023528
Factor3_betaox,Dialister invisus,-0.294163456756798,2.3516868265565253e-08,3.20684567257708e-07
Factor3_betaox,Prevotella sp900770515,-0.06335897671188812,0.23912711850373308,0.3623138159147471
Factor3_betaox,Bacteroides eggerthii,0.08106851766569081,0.13176662094821887,0.2311695104354717
Factor3_betaox,Prevotella sp900556795,-0.0557926219388962,0.3000348232698202,0.4265897961182277
Factor3_betaox,Prevotella sp900557035,-0.1982500120986939,0.00020190706020815173,0.0012823823392617284
Factor3_betaox,Acetatifactor intestinalis,0.4268089553221558,8.546422988690175e-17,5.127853793214106e-15
Factor3_betaox,Phocaeicola dorei,0.01614497462588325,0.7644198030281586,0.8493553366979539
Factor3_betaox,Gemmiger qucibialis,0.29727535692439916,1.6442851659251976e-08,2.3489788084645678e-07
Factor3_betaox,Alistipes shahii,0.46311766443503516,7.540038828671692e-20,2.2620116486015075e-17
Factor3_betaox,Clostridium_Q fessum,0.00767994559129245,0.8866476184127697,0.9602681787863933
Factor3_betaox,Ruminiclostridium_E siraeum,0.22954205667742578,1.5726300981790426e-05,0.000138761479251092
Factor3_betaox,Bacteroides cellulosilyticus,0.275080630094515,1.9245816078319068e-07,2.3094979293982885e-06
Factor3_betaox,Mediterraneibacter torques,0.12550191417046538,0.01935304659653774,0.04682188692710744
Factor3_betaox,Faecalibacterium sp900539945,0.2135047851030285,6.094416657800038e-05,0.00045708124933500286
Factor3_betaox,Alloprevotella timonensis,-0.10688422108653306,0.046640428652928764,0.09853611687238471
Factor3_betaox,CAG-41 sp900066215,0.154867510168285,0.003828958505811624,0.012622940129049309
Factor3_betaox,Ruminococcus_E bromii,0.33620153739652475,1.2910997118860488e-10,2.7666422397558187e-09
Factor3_betaox,Agathobacter sp900546625,0.09649647717681482,0.07261615107346685,0.1423846099479742
Factor3_betaox,Anaerostipes hadrus,0.1249053828693018,0.01994102494551528,0.04745649933234292
Factor3_betaox,Akkermansia muciniphila,0.13126474544530767,0.014406486534669999,0.03662666068136441
Factor3_betaox,Eubacterium_G ventriosum,0.2369290499686764,8.148106671086646e-06,7.63885000414373e-05
Factor3_betaox,Bacteroides thetaiotaomicron,0.07916605096424273,0.14110470738735634,0.24190618716422885
Factor3_betaox,Enterocloster bolteae,-0.16278167399554225,0.002352794593444384,0.00893466301307994
Factor3_betaox,Faecalimonas umbilicata,-0.3886603908817588,5.86043723465948e-14,1.953479078219827e-12
Factor3_betaox,Prevotella sp900555035,-0.19311774628928474,0.0002962867905684812,0.0017777207434108873
Factor3_betaox,Anaerotignum faecicola,0.19200984089966577,0.0003214514510144201,0.0018195365151759627
Factor3_betaox,Prevotella sp900554835,-0.06476959947821695,0.22880824377319942,0.35382718109257644
Factor3_betaox,Blautia_A obeum,0.23713167530953866,8.000039146890146e-06,7.63885000414373e-05
Factor3_betaox,Prevotella pectinovora,-0.12475675265825117,0.020089918050691838,0.04745649933234292
Factor3_betaox,UBA11524 sp000437595,0.07702060617864234,0.15223386758931517,0.2580235043886698
Factor3_betaox,Erysipelatoclostridium ramosum,-0.338391499443406,9.624662024304657e-11,2.221075851762613e-09
Factor3_betaox,Lachnospira sp003451515,0.2851952390656648,6.440729419428134e-08,8.400951416645392e-07
Factor3_betaox,Escherichia sp002965065,-0.3924472301720052,3.179696849697355e-14,1.192386318636508e-12
Factor3_betaox,Faecalibacterium prausnitzii,0.1924893348848813,0.00031032529093250223,0.001790338216918282
Factor3_betaox,Faecalimonas phoceensis,-0.3810631612340076,1.9519415977355172e-13,5.855824793206551e-12
Factor3_betaox,Bilophila wadsworthia,0.028018877042039123,0.6029571537962657,0.6995345077539664
Factor3_betaox,Acidaminococcus intestini,-0.33488511889922906,1.5387382647902935e-10,3.077476529580587e-09
Factor3_betaox,Streptococcus salivarius,-0.152747196094698,0.004346541335502814,0.013923617835157023
Factor3_betaox,Odoribacter splanchnicus,0.4040435459234647,4.653161952209732e-15,1.994212265232742e-13
Factor3_betaox,Prevotella sp900548535,-0.1784521807786127,0.0008406787532935503,0.003889560662655119
Polyamine_biosyn,Phocaeicola plebeius_A,0.09469676299429203,0.07813676700826742,0.15026301347743734
Polyamine_biosyn,Prevotella sp900551275,0.015814243100834683,0.7691078154388535,0.8514108657994689
Polyamine_biosyn,Prevotella sp015074785,0.07064539643023518,0.18922664363335953,0.30635476118830274
Polyamine_biosyn,Prevotella copri,0.07130855954308664,0.18509625289141568,0.3017873688446995
Polyamine_biosyn,Megamonas funiformis,0.16569341472423155,0.0019560699791488054,0.007621051866813528
Polyamine_biosyn,Prevotella copri_A,0.07711159579045081,0.15174874827141951,0.2580235043886698
Polyamine_biosyn,Escherichia coli,0.15100272904976106,0.004818843206225092,0.015217399598605555
Polyamine_biosyn,Fimenecus sp000432435,-0.12514310135165796,0.0197048795345636,0.047291710882952635
Polyamine_biosyn,Agathobacter rectalis,-0.1411575283804517,0.008458886286190967,0.023496906350530467
Polyamine_biosyn,Bacteroides stercoris,-0.019056246226805806,0.7235413923715042,0.8129678565971957
Polyamine_biosyn,Sutterella wadsworthensis,0.18745946778072708,0.00044717441641746984,0.0024391331804589265
Polyamine_biosyn,Alistipes putredinis,-0.11119197609970481,0.0384310997453996,0.08235235659728485
Polyamine_biosyn,Prevotella sp000434975,0.09518070835815289,0.07661985048564304,0.148296484810922
Polyamine_biosyn,Phascolarctobacterium_A succinatutens,0.08809528869854023,0.10135940157548039,0.1888684501406467
Polyamine_biosyn,Fusobacterium_A mortiferum,0.16989268188447465,0.001490878646229382,0.006267067937261431
Polyamine_biosyn,Prevotella sp900557255,-0.029281710196858064,0.5867124687834259,0.6902499632746187
Polyamine_biosyn,Phocaeicola coprocola,0.07053194929746068,0.1899399519367477,0.30635476118830274
Polyamine_biosyn,Ruminococcus_D bicirculans,-0.162511150847924,0.0023931489111382164,0.008961044860307094
Polyamine_biosyn,Lachnospira rogosae_A,-0.1445428482640291,0.006996799395713329,0.0199908554163238
Polyamine_biosyn,Prevotella sp900546535,0.0521756287986839,0.3325065226052798,0.4618146147295553
Polyamine_biosyn,Prevotella sp900767615,0.001752255587486695,0.9740548531722579,0.9924014576075403
Polyamine_biosyn,Ruminococcus_B gnavus,0.23978272145598334,6.284014399886988e-06,6.284014399886988e-05
Polyamine_biosyn,Agathobacter faecis,-0.15547771582383585,0.003690704232085327,0.012513230057551807
Polyamine_biosyn,Roseburia inulinivorans,-0.006646853148861594,0.9018127266894513,0.969691103967152
Polyamine_biosyn,Gemmiger formicilis,-0.05327132705573384,0.3224396141103065,0.452018150621925
Polyamine_biosyn,Barnesiella intestinihominis,-0.003935323071585428,0.9417721255668074,0.9894103106437817
Polyamine_biosyn,Bacteroides fragilis,0.15572471464456009,0.0036360383606086825,0.012513230057551807
Polyamine_biosyn,Phascolarctobacterium faecium,0.002744271781418681,0.9593767111443356,0.9894103106437817
Polyamine_biosyn,Faecalibacterium prausnitzii_C,-0.13932112086916013,0.009360872038908763,0.024633873786602006
Polyamine_biosyn,Prevotella hominis,0.0574866778601171,0.2855757680766967,0.4158870408883933
Polyamine_biosyn,Alistipes onderdonkii,-0.05639701096961972,0.29482147753130117,0.42237096458864526
Polyamine_biosyn,Lachnospira eligens_A,-0.198037335882208,0.00020518117428187655,0.0012823823392617284
Polyamine_biosyn,Lachnospira sp000437735,-0.09329547549857861,0.08266677196256267,0.1579619846418395
Polyamine_biosyn,Bacteroides caccae,0.1394055600008961,0.009317595137634227,0.024633873786602006
Polyamine_biosyn,Sutterella wadsworthensis_A,0.20100189614676095,0.00016371953850989967,0.0011162695807493159
Polyamine_biosyn,Bifidobacterium adolescentis,0.0014067444464038407,0.9791694381727731,0.9924014576075403
Polyamine_biosyn,Prevotella stercorea,0.04035386314771851,0.45367516648985007,0.5890346834762239
Polyamine_biosyn,ER4 sp000765235,-0.19976402996382903,0.00017997350297409385,0.0011737402367875687
Polyamine_biosyn,Parabacteroides merdae,-0.03740538652730572,0.4873599024666063,0.6117488315480414
Polyamine_biosyn,Mediterraneibacter faecis,0.08212682068287706,0.12678254780128728,0.22505777716204842
Polyamine_biosyn,Enterocloster sp000431375,-0.06520338055223192,0.22569948962795908,0.3526554525436861
Polyamine_biosyn,Phocaeicola vulgatus,0.028614813380902625,0.5952660851711147,0.6975774435598999
Polyamine_biosyn,Phocaeicola massiliensis,0.04095642538711321,0.44695580635535126,0.582985834376545
Polyamine_biosyn,Roseburia intestinalis,-0.14040332035344957,0.008819518533273195,0.024001086165846328
Polyamine_biosyn,Phocaeicola plebeius,0.012068764471689626,0.8227470871532039,0.9008179786348948
Polyamine_biosyn,Ruminococcus_E bromii_B,-0.11958907438053558,0.025903223097077446,0.059320358237581944
Polyamine_biosyn,Enterocloster sp001517625,0.08287557175918879,0.12334546920423961,0.22025976643614215
Polyamine_biosyn,Prevotella sp900313215,0.06373948172754422,0.2363120256436974,0.3617020800668838
Polyamine_biosyn,Faecalibacterium prausnitzii_G,-0.14849741426699653,0.005578124105594903,0.016636677534116556
Polyamine_biosyn,Prevotella sp900544825,0.10097484115965372,0.06024848141465691,0.12379824948217173
Polyamine_biosyn,Parabacteroides distasonis,0.060583353772964435,0.2603751718164489,0.38479089431002306
Polyamine_biosyn,Bacteroides uniformis,-0.12867403565629024,0.01647313820062435,0.04084249140650665
Polyamine_biosyn,Acetatifactor sp900066565,-0.16852643375635232,0.0016297147567173936,0.006606951716421866
Polyamine_biosyn,Agathobacter sp900317585,-0.14914736581501856,0.00537145882463168,0.016443241299892896
Polyamine_biosyn,Fusicatenibacter saccharivorans,-0.0962531427727858,0.07334345265520618,0.14287685582183024
Polyamine_biosyn,Faecalibacterium prausnitzii_D,-0.26922555530217435,3.5555860494491455e-07,4.102599287825937e-06
Polyamine_biosyn,CAG-127 sp900319515,-0.18180003549890028,0.0006671404404911952,0.003281018559792763
Polyamine_biosyn,Bifidobacterium longum,-0.11439549336291191,0.03315010152245073,0.07259146318784832
Polyamine_biosyn,Bifidobacterium pseudocatenulatum,-0.06790313510433402,0.2070251062176029,0.32861127971048076
Polyamine_biosyn,Prevotella sp900551985,0.0873976606339598,0.10410399880900231,0.1927851829796339
Polyamine_biosyn,Dialister invisus,0.07393421444897148,0.16939398510517417,0.2792208545689684
Polyamine_biosyn,Prevotella sp900770515,0.04289220684255664,0.4257548990455695,0.5626716727474487
Polyamine_biosyn,Bacteroides eggerthii,-0.05118533585233836,0.3417769838929584,0.47250274270915904
Polyamine_biosyn,Prevotella sp900556795,-0.002584296963810077,0.9617429450133523,0.9894103106437817
Polyamine_biosyn,Prevotella sp900557035,0.09803871448027715,0.06814214329069616,0.13462569486493434
Polyamine_biosyn,Acetatifactor intestinalis,-0.1708327134428821,0.0014017477015104715,0.006007490149330592
Polyamine_biosyn,Phocaeicola dorei,0.05682724845036961,0.29114737163989324,0.41992409371138445
Polyamine_biosyn,Gemmiger qucibialis,-0.2046327788114072,0.00012362136040583083,0.0008830097171845058
Polyamine_biosyn,Alistipes shahii,-0.07963959999977023,0.13873429851881341,0.24190618716422885
Polyamine_biosyn,Clostridium_Q fessum,-0.03531738486839271,0.5120038329099167,0.6373491695974066
Polyamine_biosyn,Ruminiclostridium_E siraeum,-0.14669977982640003,0.006187423411209422,0.018198304150615945
Polyamine_biosyn,Bacteroides cellulosilyticus,-0.030381142157011983,0.5727363561991323,0.6833174996520384
Polyamine_biosyn,Mediterraneibacter torques,0.16191663043059934,0.002484059805994175,0.008978529419256054
Polyamine_biosyn,Faecalibacterium sp900539945,-0.20850003360332792,9.115644668619643e-05,0.0006669983903868032
Polyamine_biosyn,Alloprevotella timonensis,0.07918782192418974,0.1409950547269513,0.24190618716422885
Polyamine_biosyn,CAG-41 sp900066215,-0.1660742524408366,0.0019089706417280497,0.00753541042787388
